licence_profile_name,document_type,title,leap_url,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,document_url
Knockharley Landfill - W0146,Complaint,"W0146-04, 02/06/2025, Odour",https://leap.epa.ie/licence-profile/W0146/compliance/complaint/38144aeb-2842-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-03T00:00:00,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=38144aeb-2842-f011-a373-0050568a2d1a
Knockharley Landfill - W0146,Complaint,"W0146-04, 02/06/2025, Air Quality",https://leap.epa.ie/licence-profile/W0146/compliance/complaint/8951773d-6b40-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-03T00:00:00,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=8951773d-6b40-f011-a373-0050568a2d1a
Loughrea - D0194,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0194/compliance/incident/065529af-e737-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-23T00:00:00,D0194,8815bae1-2366-4cab-b8a4-d08b852f1478,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=065529af-e737-f011-a373-0050568a2d1a
Ipsen Manufacturing Limited - P0117,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/P0117/compliance/incident/4b484803-f445-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-10T00:00:00,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=4b484803-f445-f011-a373-0050568a2d1a
Starrus Eco Holdings Limited (Sligo) - W0058,Site Updates/Notifications,Civic amenity waste records for Sligo,https://leap.epa.ie/licence-profile/W0058/compliance/return/07eb3f48-a034-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-19T00:00:00,W0058,596c7017-578c-493a-b66b-d6f0b4bd1410,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=07eb3f48-a034-f011-a373-0050568a2d1a
embecta Penel Limited - P0648,Site Updates/Notifications,ODS and F-Gas Inventory,https://leap.epa.ie/licence-profile/P0648/compliance/return/08a98bb6-9214-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-04-08T00:00:00,P0648,9fe42fd4-7f61-4d91-8ab9-5e11f69582b7,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=08a98bb6-9214-f011-a373-0050568a2d1a
Ipsen Manufacturing Limited - P0117,Site Updates/Notifications,SV31851 Action - Spillages to storm water,https://leap.epa.ie/licence-profile/P0117/compliance/return/18542932-d542-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-06T00:00:00,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18542932-d542-f011-a373-0050568a2d1a
Rathroeen Landfill - W0067,Site Updates/Notifications,SV31266- response 06/06/2025,https://leap.epa.ie/licence-profile/W0067/compliance/return/2c4c3f5e-e442-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-06T00:00:00,W0067,3441b1da-d908-492b-b393-d77ae6e6b056,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2c4c3f5e-e442-f011-a373-0050568a2d1a
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Monitoring Returns,"December 2024 Monthly Report for P0818-05, Storm Water",https://leap.epa.ie/licence-profile/P0818/compliance/return/2ed3c756-22d4-ef11-a36e-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-01-16T00:00:00,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2ed3c756-22d4-ef11-a36e-0050568a2d1a
Galco Steel Limited - P0284,Site Updates/Notifications,P0284-02_2025_SV32385_LR,https://leap.epa.ie/licence-profile/P0284/compliance/return/395f7e59-7f2a-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-06T00:00:00,P0284,8876f47f-8916-43a2-b8e5-52201886c6f3,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=395f7e59-7f2a-f011-a373-0050568a2d1a
Pfizer Ireland Pharmaceuticals Unlimited Company (Newbridge) - P0153,Site Updates/Notifications,Updated repair report for INCIO29581,https://leap.epa.ie/licence-profile/P0153/compliance/return/434f81d7-570a-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-03-26T00:00:00,P0153,a3a54cba-adf7-4285-b057-7e331f952f80,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=434f81d7-570a-f011-a373-0050568a2d1a
Ormonde Organics Limited (Portlaw) - W0287,Monitoring Returns,ODS and F-Gas Maintenance and Leak Check Records,https://leap.epa.ie/licence-profile/W0287/compliance/return/43c0865b-3515-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-04-09T00:00:00,W0287,6ad3c482-80ad-e611-8d41-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=43c0865b-3515-f011-a373-0050568a2d1a
Kepak Clonee - P0167,Monitoring Returns,Odour Monitoring,https://leap.epa.ie/licence-profile/P0167/compliance/return/49e74949-bd34-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-19T00:00:00,P0167,8693cf02-9f27-4dc9-bde4-c2debd6d86df,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=49e74949-bd34-f011-a373-0050568a2d1a
Forest Laboratories Ireland Limited - P0306,Monitoring Returns,2024 Solvent Management Plan,https://leap.epa.ie/licence-profile/P0306/compliance/return/4b72470e-c630-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-14T00:00:00,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4b72470e-c630-f011-a373-0050568a2d1a
Versiv Composites Limited - P0096,Requests for Approval and Site Reports,ODS and F-Gas Maintenance,https://leap.epa.ie/licence-profile/P0096/compliance/return/517a264e-3415-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-04-09T00:00:00,P0096,2d17b56f-096e-4ab5-8d7e-d8dda37577e7,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=517a264e-3415-f011-a373-0050568a2d1a
Fournier Laboratories Ireland Limited T/A AbbVie - P1046,Site Updates/Notifications,Notification of Site Shutdown,https://leap.epa.ie/licence-profile/P1046/compliance/return/531d5750-1c42-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-05T00:00:00,P1046,b4e678f5-fbbe-e711-89bf-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=531d5750-1c42-f011-a373-0050568a2d1a
WuXi Biologics Ireland Limited - P1122,Monitoring Returns,Annual Noise Report 2025,https://leap.epa.ie/licence-profile/P1122/compliance/return/69d206bb-9040-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-06-03T00:00:00,P1122,24698a50-4c1e-42ac-8e5c-ea83ce4429e7,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=69d206bb-9040-f011-a373-0050568a2d1a
Forest Laboratories Ireland Limited - P0306,Site Updates/Notifications,SITE DRAINAGE MAPS,https://leap.epa.ie/licence-profile/P0306/compliance/return/70a2a99a-c530-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-14T00:00:00,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=70a2a99a-c530-f011-a373-0050568a2d1a
A. W. Ennis Unlimited Company - P1019,Annual Environmental Report,2024 AER ,https://leap.epa.ie/licence-profile/P1019/compliance/return/7af962bc-613e-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-31T00:00:00,P1019,aaff65ca-0066-e611-9a1d-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7af962bc-613e-f011-a373-0050568a2d1a
Alexion Pharma International Operations Limited & Astrazeneca Ireland Limited - P1030,Monitoring Returns,Emissions to Sewer & Surface water Quarterly summary report,https://leap.epa.ie/licence-profile/P1030/compliance/return/add772cb-4732-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-05-16T00:00:00,P1030,f89123ac-6738-e611-99f8-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=add772cb-4732-f011-a373-0050568a2d1a
Alexion Pharma International Operations Limited & Astrazeneca Ireland Limited - P1030,Requests for Approval and Site Reports,Commencement of expansion to site attenuation pond.,https://leap.epa.ie/licence-profile/P1030/compliance/return/c6e0654a-a825-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-04-30T00:00:00,P1030,f89123ac-6738-e611-99f8-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=c6e0654a-a825-f011-a373-0050568a2d1a
ERAS ECO Ltd - W0211,Site Updates/Notifications,f-GAS ,https://leap.epa.ie/licence-profile/W0211/compliance/return/cd4956bb-3a15-f011-a373-0050568a2d1a,2025-06-19T00:00:00+00:00,Closed,2025-04-09T00:00:00,W0211,8851c993-adac-4688-93b4-13c9820afc14,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cd4956bb-3a15-f011-a373-0050568a2d1a
